FILENAME,URL,URLLength,Domain,DomainLength,IsDomainIP,TLD,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,Title,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,label
mw74792.txt,http://www.thesmokecircle.com,28,www.thesmokecircle.com,22,0,com,83.43079922,1.0,0.5229071,0.067020853,3,1,0,0,0.0,16,0.571,0,0.0,0,0,0,1,0.036,0,124,320,1,thesmokecircle,100.0,100.0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,1,2,2,0,1,2,4,0
411695.txt,https://www.mymorristown.com,27,www.mymorristown.com,20,0,com,100.0,1.0,0.5229071,0.063114157,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,835,537,1,mymorristown,100.0,100.0,1,0,1,0,0,0,0,2,0,1,0,1,0,0,1,0,1,41,4,28,3,0,14,1
8008337.txt,https://att-105861.weeblysite.com/,33,att-105861.weeblysite.com,25,0,com,66.69538462,0.80952381,0.5229071,0.044073548,3,1,0,0,0.0,16,0.485,6,0.182,0,0,0,3,0.091,1,68,80,1,att-105861weeblysite,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8126757.txt,https://gateway.pinata.cloud/ipfs/bafybeiamjih5g3pgqur5gtbzil7kjep3vtszsunt75kz7l24q36h53rwai//resultsbox18_onedrive44649.html,126,gateway.pinata.cloud,20,0,cloud,17.18573094,0.571428571,0.0001819,0.036959095,5,1,0,0,0.0,89,0.706,21,0.167,0,0,0,8,0.063,1,2,134,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174433.txt,https://www.reliancegames.com,28,www.reliancegames.com,21,0,com,100.0,1.0,0.5229071,0.070074516,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,1965,4166,1,reliancegames,100.0,100.0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,106,20,30,37,1,100,1
47241.txt,https://www.chelseagreen.com,27,www.chelseagreen.com,20,0,com,100.0,1.0,0.5229071,0.068427089,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,2813,9381,1,chelseagreen,100.0,100.0,0,1,1,1,0,1,0,3,0,1,1,1,0,0,1,0,1,60,33,53,145,2,162,1
882058.txt,https://www.parisar.org,22,www.parisar.org,15,0,org,100.0,1.0,0.0799628,0.066176039,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,1638,4742,1,parisar,100.0,100.0,0,0,1,0,0,1,8,0,0,1,1,1,1,0,0,0,1,6,4,21,74,47,9,1
661285.txt,https://www.sophytechnologies.com,32,www.sophytechnologies.com,25,0,com,100.0,1.0,0.5229071,0.062038878,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,1,802,18480,1,sophytechnologies,100.0,100.0,0,0,1,0,0,0,0,2,0,1,1,1,0,0,1,0,1,16,12,21,85,6,92,1
90719.txt,https://www.acer.europa.eu,25,www.acer.europa.eu,18,0,eu,100.0,0.636363636,0.0056158,0.071627997,2,2,0,0,0.0,11,0.44,0,0.0,0,0,0,2,0.08,1,3032,7572,1,acruropa,0.0,0.0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,61,77,67,382,100,62,1
807155.txt,https://www.murweh.qld.gov.au,28,www.murweh.qld.gov.au,21,0,au,100.0,0.5,0.0100856,0.044427307,2,3,0,0,0.0,13,0.464,0,0.0,0,0,0,3,0.107,1,1883,593,1,murwehqldgov,0.0,0.0,1,1,1,0,0,1,0,2,0,1,1,0,0,0,1,0,1,46,9,22,109,0,32,1
69656.txt,https://www.cosmopolitanlasvegas.com,35,www.cosmopolitanlasvegas.com,28,0,com,100.0,1.0,0.5229071,0.065620573,3,1,0,0,0.0,22,0.629,0,0.0,0,0,0,1,0.029,1,3673,6249,1,smopolitanlasvegas,90.0,90.0,0,0,1,0,0,1,0,2,0,1,0,1,0,0,0,0,1,79,3,10,148,5,136,1
oph06288.txt,https://monteplo.info/particulares,34,monteplo.info,13,0,info,43.54591278,1.0,0.0075051,0.062406242,4,0,0,0,0.0,24,0.706,0,0.0,0,0,0,2,0.059,1,2,43,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663621.txt,https://www.totalwindowdesign.com,32,www.totalwindowdesign.com,25,0,com,100.0,1.0,0.5229071,0.058508155,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,1,1041,9381,1,totalwindowdesign,100.0,100.0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,21,26,49,65,0,65,1
805874.txt,https://www.manushi.in,21,www.manushi.in,14,0,in,100.0,1.0,0.0050842,0.054835047,2,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,4340,90646,1,manush,85.71428571,85.71428571,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,61,19,29,322,3,323,1
875821.txt,https://www.lochtummelsc.org,27,www.lochtummelsc.org,20,0,org,100.0,1.0,0.0799628,0.062687896,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,1308,2263,1,lochtummelsc,100.0,100.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,9,13,42,2,4,1
523269.txt,https://www.untoldmurder.com,27,www.untoldmurder.com,20,0,com,100.0,1.0,0.5229071,0.059470999,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,3345,14246,1,untoldmurder,100.0,100.0,1,0,1,0,0,1,0,2,0,1,0,1,0,0,1,0,1,32,2,13,52,1,23,1
7967537.txt,http://c2541455.ferozo.com/ddd/webcss,36,c2541455.ferozo.com,19,0,com,43.97132616,0.933333333,0.5229071,0.041464714,3,1,0,0,0.0,18,0.5,7,0.194,0,0,0,4,0.111,0,9,94,1,c2541455ferozodddwebcs,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
op13.txt,https://moncar.com.mx/package/bibaztgkmv4884/,44,moncar.com.mx,13,0,mx,28.78712045,0.7,0.0017218,0.047056528,2,1,0,0,0.0,28,0.636,4,0.091,0,0,0,4,0.091,1,246,225,0,0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,4,4,0,0,3,0
mw115169.txt,http://www.rsk.co.tz,19,www.rsk.co.tz,13,0,tz,81.2345679,0.666666667,7.47e-05,0.060660567,2,2,0,0,0.0,6,0.316,0,0.0,0,0,0,2,0.105,0,11,85,1,rskco,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw8778.txt,http://www.5bc9f221df36afc449af2f5b708c53be.in,45,www.5bc9f221df36afc449af2f5b708c53be.in,39,0,in,15.66162369,0.1875,0.0050842,0.022030931,2,1,0,0,0.0,16,0.356,17,0.378,0,0,0,1,0.022,0,2,53,0,0,3.125,3.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483686.txt,https://www.christinedabo.com,28,www.christinedabo.com,21,0,com,100.0,1.0,0.5229071,0.063677688,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,250,540,1,christinedabo,100.0,100.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,63,3,1,0,0,8,1
mw141778.txt,http://www.ew.xguvi.com,22,www.ew.xguvi.com,16,0,com,66.88034188,0.75,0.5229071,0.045957991,3,2,0,0,0.0,9,0.409,0,0.0,0,0,0,2,0.091,0,2,32,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587385.txt,https://www.lihauntedhouses.com,30,www.lihauntedhouses.com,23,0,com,100.0,1.0,0.5229071,0.059397653,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,1433,15891,1,lihauntedhouses,100.0,100.0,1,0,1,0,0,0,0,2,0,1,1,1,0,0,0,0,1,68,3,17,246,4,92,1
7998703.txt,http://down.shopeeiv.com/,24,down.shopeeiv.com,17,0,com,64.62898885,0.692307692,0.5229071,0.059866623,3,1,0,0,0.0,15,0.625,0,0.0,0,0,0,2,0.083,0,2,843,1,downshopeeiv,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
8012881.txt,https://kristosh.eu/wp-content/plugins/bhdwvwr/wellsfargo.com.asp.aws/wells/pafe_a.php,85,kristosh.eu,11,0,eu,13.06518863,1.0,0.0056158,0.049505759,2,0,0,0,0.0,64,0.753,0,0.0,0,0,0,13,0.153,1,9,119,1,kristoshwp-contentpluginsbhdwvwrwellsfargocomaspawswellspafe_aph,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724016.txt,https://www.waterfordvikingmarathon.com,38,www.waterfordvikingmarathon.com,31,0,com,100.0,1.0,0.5229071,0.057947624,3,1,0,0,0.0,25,0.658,0,0.0,0,0,0,1,0.026,1,435,2068,1,waterfordvikingmarathon,100.0,100.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,27,8,11,28,4,6,1
563395.txt,https://www.rsm.govt.nz,22,www.rsm.govt.nz,15,0,nz,100.0,0.625,0.0019933,0.054203534,2,2,0,0,0.0,8,0.364,0,0.0,0,0,0,2,0.091,1,3751,292,1,rsmgovt,0.0,0.0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,11,2,6,402,0,14,1
838769.txt,https://www.theofed.cam.ac.uk,28,www.theofed.cam.ac.uk,21,0,uk,100.0,0.571428571,0.028555,0.062118316,2,3,0,0,0.0,13,0.464,0,0.0,0,0,0,3,0.107,1,481,8163,1,theofedcamac,0.0,0.0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,24,3,11,23,2,25,1
712576.txt,https://www.therosenbergtrio.info,32,www.therosenbergtrio.info,25,0,info,100.0,1.0,0.0075051,0.060882835,4,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,1,499,6946,1,therosenbergtrio,100.0,100.0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,8,16,33,48,0,54,1
788724.txt,https://www.alexandrusavu.ro,27,www.alexandrusavu.ro,20,0,ro,100.0,1.0,0.001523,0.051631852,2,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,1630,9664,1,alexandusavu,0.0,0.0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,10,9,13,153,0,178,1
5218.txt,https://www.consumerfinance.gov,30,www.consumerfinance.gov,23,0,gov,100.0,1.0,0.0033282,0.064784057,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,3290,57206,1,consumerfinance,100.0,100.0,1,0,1,0,0,1,0,2,0,1,0,1,0,1,1,1,0,21,2,6,146,3,11,1
7988073.txt,http://thewashington-post.facilidadgozoygloria.com,49,thewashington-post.facilidadgozoygloria.com,43,0,com,45.20871233,0.538461538,0.5229071,0.057176498,3,1,0,0,0.0,39,0.796,0,0.0,0,0,0,3,0.061,0,426,16233,1,thewashington-postfacilidadgozoygloria,0.0,0.0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,21,0,4,1,0,45,0
704675.txt,https://www.chebarcul.ru,23,www.chebarcul.ru,16,0,ru,100.0,1.0,0.0180132,0.056229415,2,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,3178,4422,1,chebacul,0.0,0.0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,0,27,3,17,12,0,50,1
382053.txt,https://www.ndti.org.uk,22,www.ndti.org.uk,15,0,uk,100.0,0.625,0.028555,0.053832003,2,2,0,0,0.0,8,0.364,0,0.0,0,0,0,2,0.091,1,915,1149,1,ndtiorg,0.0,0.0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,13,1,12,156,0,135,1
499882.txt,https://www.gittermangallery.com,31,www.gittermangallery.com,24,0,com,100.0,1.0,0.5229071,0.060558083,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,519,1679,1,gittermangallery,100.0,100.0,1,0,1,0,0,1,0,6,0,0,0,0,0,0,0,0,1,4,9,9,17,0,2,1
564711.txt,https://www.onlatvia.com,23,www.onlatvia.com,16,0,com,100.0,1.0,0.5229071,0.067033772,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,1325,12480,1,onlatvia,100.0,100.0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,12,8,15,176,0,179,1
mw154505.txt,http://www.dionneg.com,21,www.dionneg.com,15,0,com,100.0,1.0,0.5229071,0.067106426,3,1,0,0,0.0,9,0.429,0,0.0,0,0,0,1,0.048,0,9,74,1,dionneg,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
607326.txt,https://www.yarnstashpmb.com,27,www.yarnstashpmb.com,20,0,com,100.0,1.0,0.5229071,0.055078633,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,1430,1976,1,yarnstashpmb,100.0,100.0,0,0,1,0,0,1,0,3,0,0,0,1,0,0,1,0,0,2,8,10,83,3,1,1
mw205620.txt,http://www.karenshealthfoods.com,31,www.karenshealthfoods.com,25,0,com,62.15213358,1.0,0.5229071,0.061026037,3,1,0,0,0.0,19,0.613,0,0.0,0,0,0,1,0.032,0,2,879,0,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
8019789.txt,http://niupytgisj.duckdns.org,28,niupytgisj.duckdns.org,22,0,org,42.97416509,0.611111111,0.0799628,0.045145476,3,1,0,0,0.0,19,0.679,0,0.0,0,0,0,2,0.071,0,2,37,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
744152.txt,https://www.nsw.ipaa.org.au,26,www.nsw.ipaa.org.au,19,0,au,100.0,0.416666667,0.0100856,0.059054984,2,3,0,0,0.0,11,0.423,0,0.0,0,0,0,3,0.115,1,5448,4508,1,nswiporg,0.0,0.0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,47,53,9,55,0,14,1
123551.txt,https://www.inpex.co.jp,22,www.inpex.co.jp,15,0,jp,100.0,0.75,0.0230451,0.052489431,2,2,0,0,0.0,8,0.364,0,0.0,0,0,0,2,0.091,1,944,269,1,inpexco,0.0,0.0,1,0,1,0,0,1,0,2,0,1,1,1,0,0,0,0,1,43,9,15,99,0,19,1
40741.txt,https://www.billabong.com,24,www.billabong.com,17,0,com,100.0,1.0,0.5229071,0.05814262,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,8386,1209,1,billabong,100.0,100.0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,39,8,33,355,0,394,1
461252.txt,https://www.aquaticbiologists.com,32,www.aquaticbiologists.com,25,0,com,100.0,1.0,0.5229071,0.060753349,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,1,1809,4432,1,aquaticbiologists,100.0,100.0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,29,1,8,102,9,99,1
8103233.txt,https://summitcleanfix.com/miles/liinkedinhardest/liinkedinhardest/900/index.php,80,summitcleanfix.com,18,0,com,17.02075934,1.0,0.5229071,0.052151137,3,0,0,0,0.0,62,0.775,3,0.037,0,0,0,7,0.087,1,201,164,1,summitcleanfixmilesliinkedinhardestliinkedinhardest900indexphp,0.0,0.0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,10,0,0,1,0
oph09590.txt,http://verify2secure.serveusers.com/,36,verify2secure.serveusers.com,28,0,com,42.83954961,0.5,0.5229071,0.057584257,3,1,0,0,0.0,25,0.694,1,0.028,0,0,0,3,0.083,0,9,50,1,verify2secureserveusers,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw1364.txt,http://www.drysetfirst.com,25,www.drysetfirst.com,19,0,com,71.15646259,1.0,0.5229071,0.056311574,3,1,0,0,0.0,13,0.52,0,0.0,0,0,0,1,0.04,0,2,859,0,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
475918.txt,https://www.pslhub.org,21,www.pslhub.org,14,0,org,100.0,1.0,0.0799628,0.045805206,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,1957,8138,1,pslhub,100.0,100.0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,13,7,15,100,1,102,1
788792.txt,https://www.odpt.org,19,www.odpt.org,12,0,org,100.0,1.0,0.0799628,0.062839561,3,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,787,8047,1,odpt,100.0,100.0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,19,8,8,49,0,51,1
mw2984.txt,http://www.winupdater.com,24,www.winupdater.com,18,0,com,79.04761905,1.0,0.5229071,0.056844607,3,1,0,0,0.0,12,0.5,0,0.0,0,0,0,1,0.042,0,2,32,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131456.txt,https://www.postregister.com,27,www.postregister.com,20,0,com,100.0,1.0,0.5229071,0.065622748,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,6997,36015,1,postregister,100.0,100.0,0,1,1,0,0,1,0,3,0,1,1,1,0,1,1,0,1,174,9,42,372,2,62,1
8126682.txt,https://ipfs.eth.aragon.network/ipfs/bafybeidvnscpg4et53tdvs4iel5cxua2j4ffcjoyupkyymkgjl2rpywxq4,96,ipfs.eth.aragon.network,23,0,network,12.69587473,0.466666667,0.0002818,0.038249353,7,2,0,0,0.0,74,0.771,9,0.094,0,0,0,5,0.052,1,6,1350456,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
742884.txt,https://www.suzuki.com.au,24,www.suzuki.com.au,17,0,au,100.0,0.7,0.0100856,0.052196407,2,2,0,0,0.0,10,0.417,0,0.0,0,0,0,2,0.083,1,467,773,1,suzukicom,0.0,0.0,1,0,1,1,0,1,0,4,1,0,1,1,0,0,0,0,1,18,2,10,6,0,6,1
7965510.txt,https://ploi-e2247.web.app/,26,ploi-e2247.web.app,18,0,app,59.77907732,0.642857143,0.001502,0.038910196,3,1,0,0,0.0,11,0.423,4,0.154,0,0,0,3,0.115,1,108,8125,1,ploi-e2247web,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
124110.txt,https://www.conspiracywatch.info,31,www.conspiracywatch.info,24,0,info,100.0,1.0,0.0075051,0.054798458,4,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,1358,19381,1,conspiracywatch,100.0,100.0,1,1,1,0,0,0,0,2,0,1,1,1,0,0,1,1,1,22,26,11,127,8,125,1
419877.txt,https://www.chronicles.rw,24,www.chronicles.rw,17,0,rw,100.0,1.0,3.64e-05,0.064087106,2,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,1645,13819,1,chonicles,0.0,0.0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,62,22,44,108,4,115,1
593555.txt,https://www.riskpro.us,21,www.riskpro.us,14,0,us,100.0,1.0,0.0045585,0.052285743,2,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,465,817,1,riskpro,100.0,100.0,1,0,1,0,0,1,0,3,0,1,0,0,0,0,0,0,0,18,6,5,5,2,5,1
488107.txt,https://www.mobileapptelligence.com,34,www.mobileapptelligence.com,27,0,com,100.0,1.0,0.5229071,0.062886431,3,1,0,0,0.0,21,0.618,0,0.0,0,0,0,1,0.029,1,997,810,1,mobileapptelligence,100.0,100.0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,13,12,12,6,8,32,1
404799.txt,https://www.familymediationcouncil.org.uk,40,www.familymediationcouncil.org.uk,33,0,uk,100.0,0.884615385,0.028555,0.059632273,2,2,0,0,0.0,26,0.65,0,0.0,0,0,0,2,0.05,1,654,9381,1,familymediationconcilorg,0.0,0.0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,6,8,10,68,1,63,1
8034189.txt,https://bentycollection.net/,27,bentycollection.net,19,0,net,72.52077562,1.0,0.0384199,0.063463067,3,0,0,0,0.0,18,0.667,0,0.0,0,0,0,1,0.037,1,2,36,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229483.txt,https://www.utplus.co.kr,23,www.utplus.co.kr,16,0,kr,100.0,0.777777778,0.0022733,0.048158604,2,2,0,0,0.0,9,0.391,0,0.0,0,0,0,2,0.087,1,973,4503,1,utplusco,0.0,0.0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,44,33,36,107,1,118,1
445439.txt,https://www.westories.org,24,www.westories.org,17,0,org,100.0,1.0,0.0799628,0.06804608,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,3553,14152,1,westies,0.0,0.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,33,4,14,80,1,11,1
732826.txt,https://www.agathachristielimited.com,36,www.agathachristielimited.com,29,0,com,100.0,1.0,0.5229071,0.061666731,3,1,0,0,0.0,23,0.639,0,0.0,0,0,0,1,0.028,1,477,524,1,agathachristielimited,100.0,100.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,79,1,5,33,0,28,1
467641.txt,https://www.ad-hzm.co.jp,23,www.ad-hzm.co.jp,16,0,jp,100.0,0.444444444,0.0230451,0.04787837,2,2,0,0,0.0,8,0.348,0,0.0,0,0,0,3,0.13,1,920,370,1,ad-hzmco,0.0,0.0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,44,1,3,166,1,18,1
237836.txt,https://www.5kmrun.bg,20,www.5kmrun.bg,13,0,bg,100.0,1.0,0.0003954,0.036114489,2,1,0,0,0.0,6,0.3,1,0.05,0,0,0,1,0.05,1,588,393,1,5kmrun,100.0,100.0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,42,5,10,4,0,66,1
8016307.txt,https://vocemudandoparablack.com/app.php,39,vocemudandoparablack.com,24,0,com,37.77225379,1.0,0.5229071,0.056225195,3,0,0,0,0.0,28,0.718,0,0.0,0,0,0,3,0.077,1,44,113,1,vocemudandoparablackappph,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0
127201.txt,https://www.goredforwomen.org,28,www.goredforwomen.org,21,0,org,100.0,1.0,0.0799628,0.065217401,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,2413,3897,1,gedfwomen,0.0,0.0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,36,5,15,142,0,84,1
mw180988.txt,http://www.ulka-gallery.yoyo.pl,31,www.ulka-gallery.yoyo.pl,24,0,pl,51.14285714,0.470588235,0.0069695,0.048983605,2,2,0,0,0.0,17,0.548,0,0.0,0,0,0,3,0.097,0,9,42,1,ulka-galleryyoyo,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523383.txt,https://www.syllepse.net,23,www.syllepse.net,16,0,net,100.0,1.0,0.0384199,0.056171734,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,1295,1971,1,syllepse,100.0,100.0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,57,9,9,38,0,16,1
mw47566.txt,http://www.solo-hoy.com,22,www.solo-hoy.com,16,0,com,83.33333333,0.625,0.5229071,0.068695519,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,2,0.091,0,9,50,1,solo-hoy,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251134.txt,https://www.golfsuperstore.ae,28,www.golfsuperstore.ae,21,0,ae,100.0,1.0,0.0004267,0.059905078,2,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,4300,33646,1,golfsuperstore,100.0,100.0,0,0,1,1,0,0,0,3,0,1,1,1,0,0,1,0,1,6,13,25,220,2,25,1
mw117064.txt,http://www.justdomain.space,27,www.justdomain.space,20,0,space,57.76654412,1.0,0.0003175,0.057953612,5,1,0,0,0.0,15,0.556,0,0.0,0,0,0,1,0.037,0,75,5000,1,justdomain,100.0,100.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,3,0,3,0
8015427.txt,http://kdbryfhew.square.site/,28,kdbryfhew.square.site,21,0,site,65.63595135,0.625,0.0017656,0.045750319,4,1,0,0,0.0,19,0.679,0,0.0,0,0,0,2,0.071,0,13,97,1,kdbryfhewsquare,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
257755.txt,https://www.apisysinc.com,24,www.apisysinc.com,17,0,com,100.0,1.0,0.5229071,0.060312851,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,316,191,1,apisysinc,100.0,100.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,7,3,6,0,0,8,1
mw73356.txt,http://www.glow49.com,20,www.glow49.com,14,0,com,71.63636364,1.0,0.5229071,0.045164773,3,1,0,0,0.0,6,0.3,2,0.1,0,0,0,1,0.05,0,2,2826,1,glow49,100.0,100.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
418987.txt,https://www.euclidean.com,24,www.euclidean.com,17,0,com,100.0,1.0,0.5229071,0.066761562,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,1152,12927,1,euclidean,100.0,100.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,18,2,12,33,1,14,1
